filename,size,bucket,action,reason,first_line
SHARED_UTILITIES_REORGANIZATION_NOV29.md,11866,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Shared Utilities Reorganization - November 29, 2025"
SHERLOCK_TEST_RESULTS.md,6837,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# Sherlock Integration Test Results ✅
SHIPPING_TESTING_GUIDE_JAN26_2026.md,11621,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# WooCommerce Shipping Integration - Testing Guide
SHOPIFY_CALCULATOR_JSON_FIRST_METHODOLOGY.md,40738,Suspicious,review-needed,no pattern matched - needs judgement,# SHOPIFY CALCULATOR JSON-FIRST METHODOLOGY
SHOPIFY_INTEGRATION.md,56070,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# WooCommerce E-Commerce Integration - Complete Technical Documentation
SHOPIFY_INTEGRATION_V2_ACCURATE.md,74080,Suspicious,review-needed,no pattern matched - needs judgement,# WooCommerce E-Commerce Integration - Accurate Technical Documentation
SHORT_DESCRIPTION_EXAMPLES_BY_PLATFORM.md,12152,Suspicious,review-needed,no pattern matched - needs judgement,# Short Description Examples by Platform Type
SHORT_DESCRIPTION_FIX_JAN20_2026.md,8357,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Short Description Fix - January 20, 2026"
SHORT_DESCRIPTION_PROGRESS_TRACKER.md,6850,Suspicious,review-needed,no pattern matched - needs judgement,# Short Description Addition - Progress Tracker
SIDEBAR_MODULE_INTEGRATION_COMPLETE_NOV28.md,12659,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Sidebar Framework ↔️ Module System Integration - COMPLETE ✅
SIDEBAR_MODULE_LOADING_ISSUE.md,7613,Scratch,git mv -> archive/timelines_and_reports/,title contains 'issue analysis',# Sidebar Module Loading Issue Analysis
SIDEBAR_SCROLLING_ENHANCEMENT_NOV29.md,5188,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,"# 📜 Left Sidebar Scrolling Enhancement - November 29, 2025"
SIGNATURE_FIX_IMPLEMENTATION_ANALYSIS_DEC13.md,14099,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,# Implementation Analysis: Thinking Block Signature Fix
SLUG_SYNC_ANALYSIS_AND_RESULTS.md,12293,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# Slug Synchronization System - Complete Analysis & Test Results
SLUG_SYNC_FIXES_COMPLETE.md,20513,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Slug Synchronization Fixes - Complete Implementation
SLUG_SYSTEM_QUICK_REFERENCE.md,6671,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Slug System Quick Reference Guide
SMART_BUILDER_COMPREHENSIVE_GUIDE.md,12540,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 microsoft_excel_smart_sheet_builder - THE COMPLETE EXCEL TOOL
SMART_OAUTH_URL_DETECTION.md,8312,Suspicious,review-needed,no pattern matched - needs judgement,# Smart OAuth URL Detection - Complete Solution
SMART_SHEET_BUILDER_GUIDE.md,11150,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 SMART Sheet Builder - Build Excel from Scratch
SMART_TOOLS_IMPLEMENTATION_COMPLETE.md,10881,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',"# SMART Bundled Tools Implementation Complete - January 13, 2026"
SMART_TOOLS_QUICK_REFERENCE.md,5704,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# SMART Tools Quick Reference
SMOKE_TEST_EXECUTION_TRACE.md,19024,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Smoke Test & Execution Trace Report
SMOKE_TEST_RESULTS_DEC27.md,8578,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Smoke Test Results - Prime → Unassigned Migration
SMOKE_TEST_RESULTS_NOV20.md,26106,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🧪 SMOKE TEST RESULTS - November 20, 2025"
SOCIAL_MEDIA_API_OPTIONS.md,19575,Suspicious,review-needed,no pattern matched - needs judgement,# SOCIAL MEDIA API OPTIONS FOR PROFILE VERIFICATION
SPIRAL_BOUND_FIELD_MAPPING.md,11037,Suspicious,review-needed,no pattern matched - needs judgement,# Spiral Bound Books - Complete Field Mapping & Values
SPIRAL_BOUND_QUICK_GUIDE.md,2191,Suspicious,review-needed,no pattern matched - needs judgement,# Spiral Bound Books - Quick Validation Guide
SPIRAL_BOUND_VALIDATION_SUMMARY.md,8633,Suspicious,review-needed,no pattern matched - needs judgement,# Spiral Bound Books Calculator - Validation Complete (Backend)
SPIRAL_BOUND_WEBSITE_VALIDATION_CHECKLIST.md,11580,Suspicious,review-needed,no pattern matched - needs judgement,# Spiral Bound Books - Website Validation Checklist
SPREADSHEET_ADVANCED_FEATURES_COMPLETE.md,13680,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Spreadsheet Advanced Features - Complete Implementation
SQLITE_ELIMINATION_COMPLETE_DEC14.md,9532,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🎯 SQLite Elimination Complete - December 14, 2025"
SQLITE_REMOVAL_PLAN.md,2896,Suspicious,review-needed,no pattern matched - needs judgement,# SQLite Removal/Supabase Migration Plan
SSE_STREAM_INCOMPLETE_CHUNKED_ENCODING_FIX_DEC4_2025.md,18282,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🔴 ERR_INCOMPLETE_CHUNKED_ENCODING - Root Cause Analysis & Fix
START_HERE.md,4089,Runbook,keep,matches runbook pattern,# 🚀 Quick Start - AI Agents Platform
START_UP_CONSOLE_LOG.md,0,Suspicious,review-needed,no pattern matched - needs judgement,
STARTUP_FIX_OPTIONS_ANALYSIS.md,10891,Suspicious,review-needed,no pattern matched - needs judgement,# OPTIONS ANALYSIS: Fixing the 50-Second Startup Issue
STARTUP_OPTIMIZATIONS_COMPLETE_NOV28.md,11919,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🚀 Platform Startup Optimizations - Complete Implementation
STARTUP_PERFORMANCE_ANALYSIS_COMPLETE.md,33861,Suspicious,review-needed,no pattern matched - needs judgement,# AI Agents V10 - Startup Performance & Loading Sequence Analysis
STOCK_MANAGEMENT_SUPABASE_MIGRATION_DEC4_2025.md,11406,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,"# Stock Management Module - Supabase Migration (Dec 4, 2025)"
STREAM_400_ERROR_ANALYSIS.md,7869,Suspicious,review-needed,no pattern matched - needs judgement,# Stream 400 Error - Root Cause Analysis
STREAM_FIX_COMPLETE_NOV19.md,8265,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Stream Endpoint NameError Fix - Complete
STREAMING_ERROR_FIXES_DEC3_2025.md,13943,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Streaming Error Fixes - December 3, 2025"
STREAMING_TRANSCRIPTION_ANALYSIS.md,15015,Suspicious,review-needed,no pattern matched - needs judgement,# 🎤 Streaming Transcription Architecture Analysis
SUB_USER_MESSAGING_ARCHITECTURE.md,26568,Suspicious,review-needed,no pattern matched - needs judgement,# Sub-User Messaging Architecture
SUPABASE_API_ASSESSMENT.md,11257,Scratch,git mv -> archive/timelines_and_reports/,title contains 'assessment',# Supabase Migration - Complete API Assessment
SUPABASE_ARCHITECTURE_DIAGRAM.md,20400,Suspicious,review-needed,no pattern matched - needs judgement,# 🏗️ Supabase Connection Architecture - Visual Guide
SUPABASE_AUTH_ENDPOINTS_ANALYSIS.md,5052,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Auth Endpoints Analysis
SUPABASE_CLI_GUIDE.md,22574,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase CLI Tools - Complete Usage Guide
SUPABASE_CLI_SETUP.md,12694,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase CLI & Edge Functions Setup Guide
SUPABASE_COMPATIBILITY_FIX_COMPLETE.md,13396,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Compatibility Fix - Complete
SUPABASE_COMPLETE_FIX_SUMMARY.md,8143,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete fix',# Supabase Migration - Complete Fix Summary
SUPABASE_CONFIG_FIX_COMPLETE.md,10395,Suspicious,review-needed,no pattern matched - needs judgement,"# Supabase Configuration Fix - November 17, 2025"
SUPABASE_CONNECTION_FIX_COMPLETE.md,5995,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Connection Fix - Complete ✅
SUPABASE_CONNECTION_FIX_COMPLETE_NOV24.md,18373,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Supabase Connection Manager - Complete Fix (Nov 24, 2025)"
SUPABASE_CONNECTION_MODES.md,5606,Scratch,git mv -> archive/timelines_and_reports/,title contains 'configuration guide',# Supabase Connection Modes - Configuration Guide
SUPABASE_CONNECTION_OPTIMIZATION_COMPLETE.md,15706,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Nano Tier Connection Pool Optimization - COMPLETE SOLUTION
SUPABASE_CONNECTION_POOL_COMPLETE.md,11160,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Connection Pool Implementation - COMPLETE ✅
SUPABASE_CONNECTION_SUCCESS.md,6579,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Supabase Connection - SUCCESS ✅
SUPABASE_CONNECTION_TEST_RESULTS.md,5374,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# Supabase Connection Test Results
SUPABASE_CUSTOM_QUERY_TOOLS.md,16012,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Custom Query & Search Tools
SUPABASE_DATABASE.md,40562,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Database Architecture
SUPABASE_DEPLOYMENT_CHECKLIST.md,7533,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 Deployment Checklist - Supabase Connection Fix
SUPABASE_FIX_FINAL_SUMMARY_NOV24.md,14860,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Supabase Connection Fix - Final Summary (Nov 24, 2025)"
SUPABASE_FIX_SUMMARY.md,3833,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Connection Fix - Summary
SUPABASE_HEARTBEAT_SYSTEM_COMPLETE.md,15613,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Supabase Heartbeat System - Complete Implementation
SUPABASE_IPV4_FIX_COMPLETE.md,7355,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase IPv4 Connection Fix - Complete
SUPABASE_MIGRATION_AGENT_ROUTES_V4.md,9096,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Migration: agent_routes_v4.py
SUPABASE_MIGRATION_COMPLETE.md,14712,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Supabase Migration - Implementation Complete
SUPABASE_MIGRATION_FINAL_STATUS.md,11739,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Migration - Final Status Report
SUPABASE_MIGRATION_GUIDE.md,10731,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete guide',# 🚀 Supabase Migration - Complete Guide
SUPABASE_ONLY_FIX_COMPLETE.md,12670,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase-Only Architecture Fix - Complete
SUPABASE_PLACEHOLDER_FIX.md,6651,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Database Placeholder Fix
SUPABASE_REALTIME_CAD_INTEGRATION.md,17330,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# SUPABASE REALTIME INTEGRATION GUIDE
SUPABASE_REALTIME_FIX.md,6300,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Realtime Crash Fix
SUPABASE_REALTIME_THREAD_ASSIGNMENTS.md,16346,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Realtime for Thread Assignments
SUPABASE_SEARCH_INTEGRATION_COMPLETE.md,12178,Suspicious,review-needed,no pattern matched - needs judgement,# Supabase Search System Integration - COMPLETE ✅
SUPABASE_UI_FIX_COMPLETE.md,12822,Scratch,git mv -> archive/timelines_and_reports/,title contains 'fix complete',# Supabase UI Integration - Script Loading Fix Complete ✅
SVG_OVERLAPPING_TEXT_FIX_DEC23_2025.md,9590,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# SVG Overlapping Text Fix - December 23, 2025"
SYNERGY_4ROW_CARD_REDESIGN_COMPLETE.md,11551,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Synergy 4-Row Card Redesign - COMPLETE
SYNERGY_AUDIT_QUICK_REFERENCE.md,6967,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# 🔍 Synergy Audit - Quick Reference Guide
SYNERGY_BACKEND_FIX_URGENT.md,6080,Suspicious,review-needed,no pattern matched - needs judgement,# URGENT: Synergy Backend Fix Required
SYNERGY_BACKEND_FIXES_NOV30.md,19061,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔧 Synergy Backend Issues - Fixes Required (Nov 30, 2025)"
SYNERGY_CLICKABLE_LINKS_NOV28.md,11462,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Clickable Links Implementation - November 28, 2025"
SYNERGY_COLLABORATION.md,68551,Suspicious,review-needed,no pattern matched - needs judgement,# SYNERGY & COLLABORATION - Technical Documentation
SYNERGY_COMPLETE_FIX_SUMMARY_DEC1.md,11660,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🎉 Synergy Backend - Complete Fix Summary
SYNERGY_COMPREHENSIVE_AUDIT_NOV30.md,20268,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,"# 🔍 Synergy Comprehensive Audit - November 30, 2025"
SYNERGY_COMPREHENSIVE_AUDIT_REPORT.md,21310,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Synergy Tools Comprehensive Audit Report
SYNERGY_COMPREHENSIVE_LEAK_FIX_NOV25.md,7266,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Synergy Routes - Comprehensive Connection Leak Fix
SYNERGY_CONNECTION_LEAKS_FIX_NOV25.md,10654,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Connection Leaks Fix - November 25, 2025"
SYNERGY_CONTEXT_ENHANCEMENT.md,9156,Suspicious,review-needed,no pattern matched - needs judgement,"# Synergy Context Enhancement - December 1, 2025"
SYNERGY_CRITICAL_ISSUES_ANALYSIS_DEC1.md,8272,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Critical Issues Analysis - December 1, 2025"
SYNERGY_DASHBOARD_FIX_DEC23_2025.md,8782,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Dashboard Fix - December 23, 2025"
SYNERGY_DATABASE_STRUCTURE_COMPLETE.md,17145,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Synergy Sessions Database Structure - Complete Analysis
SYNERGY_DIAGNOSTICS_FIX_NOV23.md,10417,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Diagnostics & Expand/Collapse Fix - November 23, 2025"
SYNERGY_DOCUMENT_PICKER_COMPLETE.md,8236,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy Document Picker Implementation - Complete
SYNERGY_DOCUMENTS_ADD_BUTTON_FIX_DEC10.md,10361,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Synergy Documents Section - Add Button Fix
SYNERGY_DOCUMENTS_LINKS_COMPLETE.md,17514,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Synergy Milestone Document/Link System - IMPLEMENTATION COMPLETE ✅
SYNERGY_DUPLICATE_SESSION_FIX_NOV30.md,7854,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔧 Synergy Duplicate Session Fix - November 30, 2025"
SYNERGY_DYNAMIC_URL_FIX.md,7580,Suspicious,review-needed,no pattern matched - needs judgement,"# Synergy Dynamic URL Detection - December 10, 2025"
SYNERGY_ENHANCEMENT_SESSION_SUMMARY.md,11738,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Synergy Tools Enhancement - Session Summary
SYNERGY_EXTERNAL_MODULE_COMPLETE.md,18584,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy External Sidebar Module - COMPLETE ✅
SYNERGY_EXTRACTION_COMPLETE.md,7792,Suspicious,review-needed,no pattern matched - needs judgement,# SYNERGY CODE EXTRACTION COMPLETE
SYNERGY_FILES_ENHANCEMENTS_DEC9_2025.md,13182,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Synergy Files Enhancement Implementation
SYNERGY_FILES_INTEGRATION_ARCHITECTURE_DEC9_2025.md,31741,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Synergy Files (Docs/Sheets) - Complete Integration Architecture
SYNERGY_FILES_REBRANDING_DEC8_2025.md,16246,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# ✅ Synergy Files Rebranding - Complete Update
SYNERGY_FIX_INSTRUCTIONS.md,6226,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy Dashboard Fix - Action Required 🔧
SYNERGY_FIXES_APPLIED_NOV30.md,12897,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Backend Fixes Applied - November 30, 2025"
SYNERGY_FIXES_SUMMARY.md,9753,Suspicious,review-needed,no pattern matched - needs judgement,"# 🎯 Synergy Backend Issues - Quick Summary (Nov 30, 2025)"
SYNERGY_FLAT_SPACING_COMPLETE.md,11589,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# SYNERGY FLAT SPACING IMPLEMENTATION COMPLETE
SYNERGY_FLAT_SPACING_VISUAL_GUIDE.md,12016,Suspicious,review-needed,no pattern matched - needs judgement,# SYNERGY FLAT SPACING - VISUAL COMPARISON
SYNERGY_IMPLEMENTATION_PLAN_MISSING_FEATURES.md,42445,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# 🎯 Synergy Missing Features - Complete Implementation Plan
SYNERGY_INLINE_EDIT_FEATURE.md,7615,Suspicious,review-needed,no pattern matched - needs judgement,"# Synergy Inline Edit Feature - November 20, 2025"
SYNERGY_INTERNAL_DOC_FIX_NOV30.md,8513,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Synergy Internal Document Fix - November 30, 2025"
SYNERGY_INTERNAL_DOCS_GUIDE.md,13801,Suspicious,review-needed,no pattern matched - needs judgement,# SYNERGY INTERNAL DOCS INTEGRATION GUIDE
SYNERGY_KANBAN_DRAG_DROP_COMPLETE.md,14957,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy Kanban Drag-and-Drop & Column Management - COMPLETE
SYNERGY_KANBAN_QUICK_GUIDE.md,3751,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy Kanban - Quick User Guide
SYNERGY_LINKED_THREADS_FIX_DEC22_2025.md,13490,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Synergy Linked Threads Loading Issue - FIXED
